               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.075862,            0.061472,            0.037205,             0.81452,             0.29356,             0.37602,             0.15952,            0.052932,            0.042553,            0.031415,           0.0033247,           0.0033247,            0.070078
