               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.075968,            0.061476,            0.037311,             0.28597,             0.43137,             0.36963,             0.13193,            0.057339,            0.040296,            0.031894,           0.0033247,           0.0033247,            0.070078
